[2024-04-30 21:59:09,292    GlobalStatic.py:Create_InitLogger:    INFO] **************************************Program Start*****************************************
[2024-04-30 21:59:09,293    GlobalStatic.py:Create_InitLogger:    INFO] {'result': '1'}
[2024-04-30 22:29:18,792              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:29:18,792             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:29:18,792             TCP.py:     write:    INFO] MROUT1;PORT:RES RF1A,OFF;
[2024-04-30 22:29:18,792             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:29:18,792             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:29:19,001             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:29:19,002             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:29:19,002              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:29:19,002              IQ.py:   Get_Pwr:    INFO] {'result': '1', 'data': ';0,1.0881336e+01', 'cable_loss': 2.0, 'test_data': '12.88|2.0|'}
[2024-04-30 22:29:19,002             cli.py:  <module>:    INFO] {'result': '1', 'data': ';0,1.0881336e+01', 'cable_loss': 2.0, 'test_data': '12.88|2.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-04-30 22:29:19,002             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-04-30 22:29:19,016             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,Cal_Golden,0,1A,2421311400037,2437 MCS0 HT_MF BW-20 TX1,13,12.88
[2024-04-30 22:29:19,016              IQ.py:Cal_Golden:    INFO] IQ.IQ:Cal_Golden start
[2024-04-30 22:29:19,016              IQ.py:Cal_Golden:    INFO] bCal = 0
[2024-04-30 22:29:19,016              IQ.py:Cal_Golden:    INFO] {'result': '1', 'compensate_loss': '0', 'test_data': '12.88|0|'}
[2024-04-30 22:29:19,016             cli.py:  <module>:    INFO] {'result': '1', 'compensate_loss': '0', 'test_data': '12.88|0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-04-30 22:29:19,016             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-04-30 22:30:29,808             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,GenCW,1575.52,-120,1,2A
[2024-04-30 22:30:29,808              IQ.py:     GenCW:    INFO] IQ.IQ:GenCW start
[2024-04-30 22:30:29,808              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-04-30 22:30:29,808              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '32'}
[2024-04-30 22:30:29,808              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:30:29,808             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:30:29,808             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A, MVSG1;
[2024-04-30 22:30:29,808             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:30:29,809             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:30:30,027             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:30:30,027             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:30:30,027              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:30:30,028              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:30:30,028             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:30:30,028             TCP.py:     write:    INFO] MVSG1;TRIG:MODE SSH;;MVSG1;TRIG:SOUR IMM;;
[2024-04-30 22:30:30,028             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:30:30,028             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:30:30,230             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:30:30,230             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:30:30,231              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:30:30,231              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:30:30,231             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:30:30,231             TCP.py:     write:    INFO] MVSG1;FREQ 1575520000.000000;MVSG1;POW:LEV -88.0;
[2024-04-30 22:30:30,231             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:30:30,231             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:30:30,448             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:30:30,448             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:30:30,448              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:30:30,448              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:30:30,449             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:30:30,449             TCP.py:     write:    INFO] MVSG1;MOD:STAT OFF;
[2024-04-30 22:30:30,449             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:30:30,449             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:30:30,651             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:30:30,651             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:30:30,651              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:30:30,652              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:30:30,652             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:30:30,652             TCP.py:     write:    INFO] MVSG1;POW:STAT ON;;SYS;
[2024-04-30 22:30:30,652             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:30:30,652             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:30:30,870             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:30:30,870             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:30:30,870              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:30:30,870              IQ.py:     GenCW:    INFO] {'result': '1', 'data': ';0,"No error"', 'cable_loss': 32.0, 'test_data': '32.0|'}
[2024-04-30 22:30:30,870             cli.py:  <module>:    INFO] {'result': '1', 'data': ';0,"No error"', 'cable_loss': 32.0, 'test_data': '32.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-04-30 22:30:30,870             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-04-30 22:30:37,009             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,Gen_OFF,2A
[2024-04-30 22:30:37,010              IQ.py:   Gen_OFF:    INFO] IQ.IQ:Gen_OFF start
[2024-04-30 22:30:37,010              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:30:37,010             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:30:37,010             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A,OFF;
[2024-04-30 22:30:37,010             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:30:37,010             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:30:37,218             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:30:37,218             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:30:37,219              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:30:37,219              IQ.py:   Gen_OFF:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:30:37,219             cli.py:  <module>:    INFO] {'result': '1', 'data': ';0,"No error"', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-04-30 22:30:37,219             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-04-30 22:30:48,839             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,Get_Pwr,2437,13,1,1A
[2024-04-30 22:30:48,839              IQ.py:   Get_Pwr:    INFO] IQ.IQ:Get_Pwr start
[2024-04-30 22:30:48,840              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-04-30 22:30:48,840              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '2'}
[2024-04-30 22:30:48,840              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:30:48,840             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:30:48,840             TCP.py:     write:    INFO] MROUT1;PORT:RES RF1A, MVSA1;
[2024-04-30 22:30:48,840             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:30:48,840             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:30:49,058             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:30:49,058             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:30:49,059              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:30:49,059              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:30:49,059             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:30:49,059             TCP.py:     write:    INFO] MVSAALL:INST:COUN 1;MVSA1;FREQ 2437000000.000000;
[2024-04-30 22:30:49,059             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:30:49,059             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:30:49,277             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:30:49,277             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:30:49,277              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:30:49,278              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:30:49,278             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:30:49,278             TCP.py:     write:    INFO] MVSA1;RLEV 13.0;MVSA1;TRIG:SOUR IMMediate;MVSA1;TRIG:LEV -25.000000;;MVSA1;TRIG:OFFS -0.000150;
[2024-04-30 22:30:49,278             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:30:49,278             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:30:49,480             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:30:49,480             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:30:49,480              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:30:49,480              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:30:49,480             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:30:49,480             TCP.py:     write:    INFO] CHAN1;
[2024-04-30 22:30:49,480             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:30:49,480             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:30:49,683             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:30:49,683             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:30:49,684              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:30:49,684              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:30:49,684             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:30:49,684             TCP.py:     write:    INFO] MVSA1;SRATE 160000000.000000;;MVSA1;TRIG:SOUR IMM;;MVSA1;TRIG:MODE SSH;;MVSA1;TRIG:SLOPE POS;;MVSA1;TRIG:TYPE EDGE;;MVSA1;CAPT:TIME 0.020000;;MVSA1; INIT;
[2024-04-30 22:30:49,684             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:30:49,684             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:30:49,901             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:30:49,901             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:30:49,901              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:30:49,901              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:30:49,902             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:30:49,902             TCP.py:     write:    INFO] GPRF;CONF:POW:PHAS:FILT NONE;
[2024-04-30 22:30:49,902             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:30:49,902             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:30:50,119             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:30:50,120             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:30:50,120              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:30:50,120              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:30:50,120             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:30:50,120             TCP.py:     write:    INFO] GPRF;CLE:ALL;FORMat:READings:DATA ASC;GPRF;CONF:pow:phas:spec:ILEN 1.000000e-003;GPRF;CONF:pow:phas:spec:MLEN 1.000000e-003;CALC:PHAS:INT 0,1;CALC:POW:INT 0,1;
[2024-04-30 22:30:50,120             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:30:50,121             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:30:50,338             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:30:50,338             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:30:50,338              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:30:50,338             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:30:50,339             TCP.py:     query:    INFO] GPRF;FETCh:SEGM1:POW?;
[2024-04-30 22:30:50,359             TCP.py:     query:    INFO] ;0,1.0494479e+01
[2024-04-30 22:30:50,359             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,1.0494479e+01'}
[2024-04-30 22:30:50,359              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:30:50,359             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:30:50,360             TCP.py:     write:    INFO] MROUT1;PORT:RES RF1A,OFF;
[2024-04-30 22:30:50,360             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:30:50,360             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:30:50,572             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:30:50,572             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:30:50,572              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:30:50,572              IQ.py:   Get_Pwr:    INFO] {'result': '1', 'data': ';0,1.0494479e+01', 'cable_loss': 2.0, 'test_data': '12.49|2.0|'}
[2024-04-30 22:30:50,572             cli.py:  <module>:    INFO] {'result': '1', 'data': ';0,1.0494479e+01', 'cable_loss': 2.0, 'test_data': '12.49|2.0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-04-30 22:30:50,572             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-04-30 22:30:50,582             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,Cal_Golden,0,1A,2421311400037,2437 MCS0 HT_MF BW-20 TX1,13,12.49
[2024-04-30 22:30:50,582              IQ.py:Cal_Golden:    INFO] IQ.IQ:Cal_Golden start
[2024-04-30 22:30:50,582              IQ.py:Cal_Golden:    INFO] bCal = 0
[2024-04-30 22:30:50,582              IQ.py:Cal_Golden:    INFO] {'result': '1', 'compensate_loss': '0', 'test_data': '12.49|0|'}
[2024-04-30 22:30:50,583             cli.py:  <module>:    INFO] {'result': '1', 'compensate_loss': '0', 'test_data': '12.49|0|', 'cls_obj': <IQ.IQ.IQ object at 0x0000020522595CD0>}
[2024-04-30 22:30:50,583             cli.py:  <module>:    INFO] ********************************************************************************************
[2024-04-30 22:32:00,796             cli.py:  <module>:    INFO] CMD#$IQ.IQ,IQ,GenCW,1575.52,-120,1,2A
[2024-04-30 22:32:00,796              IQ.py:     GenCW:    INFO] IQ.IQ:GenCW start
[2024-04-30 22:32:00,796              IQ.py:   GetLoss:    INFO] IQ.IQ:GetLoss start
[2024-04-30 22:32:00,796              IQ.py:   GetLoss:    INFO] {'result': '1', 'loss': '32'}
[2024-04-30 22:32:00,796              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:32:00,796             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:32:00,796             TCP.py:     write:    INFO] MROUT1;PORT:RES RF2A, MVSG1;
[2024-04-30 22:32:00,797             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:32:00,797             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:32:01,020             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:32:01,020             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:32:01,021              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:32:01,021              IQ.py:     Write:    INFO] IQ.IQ:Write start
[2024-04-30 22:32:01,021             TCP.py:     write:    INFO] TCP.TCP:write start
[2024-04-30 22:32:01,021             TCP.py:     write:    INFO] MVSG1;TRIG:MODE SSH;;MVSG1;TRIG:SOUR IMM;;
[2024-04-30 22:32:01,021             TCP.py:     query:    INFO] TCP.TCP:query start
[2024-04-30 22:32:01,021             TCP.py:     query:    INFO] *wai;err:all?;
[2024-04-30 22:32:01,239             TCP.py:     query:    INFO] ;0,"No error"
[2024-04-30 22:32:01,239             TCP.py:     query:    INFO] {'result': '1', 'data': ';0,"No error"'}
[2024-04-30 22:32:01,239              IQ.py:     Write:    INFO] {'result': '1', 'data': ';0,"No error"'}
